VEC,atomic_size_mismatch,lattice_strain,magnetic_moment,formation_energy
7.5,0.20792022842508118,0.7231218735522037,0.4693546252544043,-0.10437468914072823
7.52020202020202,0.24248693363804785,0.8045259962428409,0.3816386231288479,-0.1412649709971114
7.540404040404041,0.10300325209384287,0.08065904858971784,0.18147926403955483,-0.1149361266736182
7.5606060606060606,0.3158004044692272,0.5938463109851098,0.16067390895526912,-0.0870562211914202
7.58080808080808,0.4616991158810043,0.7607593675124257,0.6658938016972621,-0.11109383053865686
7.601010101010101,0.4409138262397799,0.08702675292251649,0.8706085850553205,-0.10311542975130829
7.621212121212121,0.013739148770126497,0.31446445178758264,0.9311305009836452,-0.14156675262641086
7.641414141414142,0.9286476752377786,0.22529579501569086,0.6862797750681122,-0.121820938621653
7.661616161616162,0.5874520056167553,0.6317468749601943,0.06198836298552979,-0.08917501572118156
7.681818181818182,0.04756831090994429,0.9833946568807141,0.7702974840544065,-0.1043079176426979
7.702020202020202,0.11449370522047253,0.11426578739253479,0.6242107915662217,-0.11981215395517289
7.722222222222222,0.6100751899879977,0.9199925446129776,0.857448266984204,-0.09123238810919687
7.742424242424242,0.8052596373792753,0.0644619808415191,0.3717656597779847,-0.12555450795024461
7.762626262626263,0.9348149643861999,0.17087788140773708,0.42940843998153067,-0.12308568978766755
7.782828282828283,0.7361594663708064,0.35179525945874857,0.490147320704693,-0.1060757057988504
7.803030303030303,0.7548124458205345,0.36990326034664833,0.31656249603733455,-0.12381826718237213
7.8232323232323235,0.03888092076147531,0.5289257870739859,0.5442868176081315,-0.11494210266748402
7.843434343434343,0.018759317178636326,0.8752217744437953,0.9324402916849671,-0.13486591397883882
7.863636363636363,0.4886331246157761,0.4995122737654265,0.9119976519179334,-0.1068848687913039
7.883838383838384,0.0671079307118777,0.48691832814967706,0.3213052953758857,-0.11638059318156321
7.904040404040404,0.3511183072042474,0.774664853093657,0.03601112653967864,-0.0829840115567144
7.924242424242424,0.21922257541287082,0.8492846501473711,0.6487620021999322,-0.08251857317512432
7.944444444444445,0.9042011698802332,0.6997957502807406,0.047937228597459414,-0.12051496966077983
7.9646464646464645,0.5955989862431629,0.3557902380566563,0.03500736471410637,-0.12408513940290058
7.984848484848484,0.7395371169641533,0.6555741627946997,0.20426605748061955,-0.11074004240915918
8.005050505050505,0.3872298161757963,0.66465525362106,0.12140834530874356,-0.13138056785583516
8.025252525252526,0.1285199734867999,0.975992684985114,0.12399537628791679,-0.09307683247304244
8.045454545454545,0.06460963014988363,0.292235862018998,0.3505838910285748,-0.08754919574391973
8.065656565656566,0.1305176428723489,0.04446760513112746,0.17551023073593752,-0.1259839072863161
8.085858585858587,0.9233075397300329,0.1877432018992351,0.5931943831357885,-0.13791919974770625
8.106060606060606,0.20450364695963064,0.22083103884032473,0.49715025765324117,-0.11220246561427785
8.126262626262626,0.8897660190039275,0.34871166714934965,0.058068826713496335,-0.08359829374824242
8.146464646464647,0.7084530306112256,0.38104349555138006,0.717583948494215,-0.1388326791477006
